2009,5.90,62.70,67.00,94.80,31.70,11.90,21.90,44.00,11.50,15.00,22.60,76.40,44.50,17.40
2010,73.70,6.10,73.70,77.90,51.60,36.20,16.10,21.50,23.70,52.30,11.70,15.20,30.40,47.30,22.40,1.30,
2011,90.00,,41.70,4.80,79.70,2.10,4.60,5.20,62.10,32.90,1.00,13.60,17.90,19.80,53.50,12.60,0.70,11.00,15.30,37.50,45.30,0.30,24.30,20.30,
2012,56.00,1.00,4.00,86.40,36.50,17.80,23.90,19.50,66.70,0.70,14.50,12.60,48.70,50.60,36.80,22.90,9.60,,
2014,,54.30,74.80,34.70,,35.40,,,91.90,,,,15.20,,97.20,25.20,8.20,11.70,11.00,61.50,20.30,1.10,4.40,62.20,46.10,,29.20,,29.90,,7.20,83.70,,20.80,10.20,,,,8.394045534,,,,,,,,,,,,,,,,,,,,,,,,
2015,,54.30,55.7,82.7,36.8,0.4,0.0,37.5,3.8,0.0,0.2,0.0,5.5,0.0,0.4,0.0,97.3,14.0,27.0,91.1,9.1,12.9,10.0,0.0,24.6,0.7,69.9,55.0,39.2,0.0,11.7,30.2,82.9,6.6,25.1,11.8,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0.20,,71.6,44.3,,45.2,0.5,2.5,1.8,,99.3,,,67.3,0.5,16.6,,43.4,20.9,12.3,43.0,83.0,69.8,52.3,11.6,34.1,7.0,0.7,40.9,10.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
