Peter Abraham,x,x,x,x,,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Albee,x,,,,x,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,Marin IJ,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Alexander,x,x,x,x,x,,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,9,DM,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Keegan,x,x,x,x,,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,KU Sports,1/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Kerasotis,,,,x,x,x,x,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,8,Email ,1/15/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Kernan,x,x,x,,x,,x,x,,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,10,Instagram,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Killion,,,,x,x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,5,SF Chronicle,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George A. King III,,x,x,x,x,,,,x,,,x,x,,x,,x,,,,,,,,,,,,,,,,,,9,,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Klapisch,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent, Sosa",,
Danny Knobler,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Bleacher Report,12/29/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,,
Dejan Kovacevic,x,,,x,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,6,DK Pittsburgh Sports,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Kreidler,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,3,DM,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Krieger (will be last ballot),x,,,x,x,x,x,,x,,x,,,,x,,,x,x,,,,,,,,,,,,,,,,10,BlitzKrieg Blog,12/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schilling,,
Ron Kroichick,x,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,5,SF Chronicle,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roch Kubatko ,x,x,x,x,x,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,Twitter,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wagner, Walker, (Schilling?)",,
Tim Kurkjian,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Lacques,x,x,x,x,x,,,,,,x,,x,x,x,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Lancaster,x,x,x,x,x,,x,,,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,Yahoo Sports,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lariviere ,x,,,x,x,,,x,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,9,Email ,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Lauber ,x,x,x,x,,,x,,x,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,10,Facebook,12/29/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoffman, (Walker?)",,
Gil LeBreton,x,x,x,,x,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad,,
Mike Lefkow,x,x,x,x,x,x,,,,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Facebook,1/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Lennon,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Liao ,x,x,x,,x,,x,,,,x,x,x,x,,,,x,,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad,,
Bernie Lincicome ,x,x,x,x,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,7,Chicago Tribune,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Livingston (blank ballot) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cleveland.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thom Loverro ,x,,,x,x,x,x,x,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,9,Washington Times,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Maaddi,x,x,x,,x,x,,,,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,10,Email ,1/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vlad, Mussina, Manny, Pudge, Schilling",,
Dennis Maffezzoli,x,x,x,x,x,,x,,,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Herald Tribune,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Magruder,x,x,x,x,x,,,,,,x,x,x,,x,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Marcus ,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Newsday,12/14/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Maril,,x,x,x,x,,,,x,,,x,x,,,,x,,,,,,,,,,,,,,,,,,8,DavidMaril.com,12/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Martone ,x,x,x,,,,x,,x,,x,,x,,x,,,,x,,,,,,,,,,,,,,,,9,Email ,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Massarotti,,x,x,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,5,Radio show 11/22/16,11/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack McCaffery (Rose write-in) ,x,x,x,x,x,,,,,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,9,Twitter,11/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony McCarron,x,x,x,x,,x,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGriff,,
Janie McCauley ,x,x,x,x,x,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Email ,12/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McClelland ,x,x,x,,x,x,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Dayton Daily News,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe McDonald,x,x,x,x,,,x,,x,,x,x,x,,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/22/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Mellinger,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/17/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad,,
Bruce Miles,x,x,x,x,x,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,Daily Herald,12/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Miller,x,x,x,,,,,,x,,x,x,x,x,,,x,,x,,,,,,,,,,,,,,,,10,Email ,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Miller ,x,,,x,x,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,5,NJ.com,1/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Miller,x,,,x,x,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,8,Bleacher Report,1/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Modesti (did not vote last yr),x,x,x,x,x,,,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,10,Twitter,1/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Molony,x,,,x,x,x,x,,,,x,x,x,,,x,,,,,,,,,,,,,x,,,,,,10,Twitter,12/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schilling ,,
Roger Mooney,x,x,x,x,x,,x,x,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,DM,1/13/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mussina (+ maybe Sheffield, Walker, Wagner)",,
Terence Moore,x,,,x,x,,,x,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,8,MLB.com,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelio Moreno,x,x,x,x,x,,x,,x,,x,,x,,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Morosi,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,MLB.com,12/29/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker, Sheffield, Kent, McGriff, Wagner",,
Rick Morrissey ,,,,,x,,,,,,x,,,x,,,,,x,,,,,,,,,,,,,,,,4,Chicago Sun Times,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrie Muskat,x,x,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,5,MLB.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Myers,x,x,x,x,x,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,Email ,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schilling, McGriff, Walker",,
Mike Nadel,x,x,x,x,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,7,The Baldest Truth,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Newman,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Sports on Earth,12/13/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wagner, Walker",,
Bob Nightengale,x,x,x,x,x,,,x,,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,10,USA Today,1/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Nunez,x,x,x,x,,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,1/15/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian O'Connor,x,x,x,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar, Walker",,
Drew Olson ,x,x,x,,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,The Big 1070,1/13/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Ortiz,x,,,x,x,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,USA Today,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose de Jesus Ortiz ,x,x,x,x,x,x,,,,,x,,x,,,x,,x,,,,,,,,,,,,,,,,,10,Twitter,11/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mussina,,
Bob Padecky,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,3,Facebook,12/7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Padilla,x,x,x,x,x,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Paris,x,x,x,,x,,x,,x,,x,,,x,,x,x,,,,,,,,,,,,,,,,,,10,Twitter,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Parker,,x,x,,x,,,,,,,,x,,x,x,x,,,,,,,,,,,,,,,,,,7,The Shadow League,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Passan,x,x,x,x,,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Jeff Passan,12/15/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Peek,x,,,x,x,x,x,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Email,1/12/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Perkins,x,x,x,x,,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,7,Radio,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Perrotto,x,x,x,,x,,x,,x,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,10,Fanrag Sports,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Peticca,x,,,x,x,x,x,x,x,,x,,,x,,,,,x,,,,,,,,,,,,,,,,10,DM,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Pietruszkiewicz,x,x,x,x,x,,x,,,,x,x,x,,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Plumlee,x,x,x,x,,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,Email,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Plunkett,x,,,x,x,x,x,,,,,,x,,x,,,,x,,,,,,,,,,,,,,,,8,Email ,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Politi,x,x,x,,x,x,x,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,10,NJ.com,12/5/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vlad, McGriff, Manny",,
Steve Popper,x,x,x,x,,,x,,x,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Posnanski ,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,JoePosnanski.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Priestle ,x,x,x,x,,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheffield, Walker",,
Mike Puma,x,x,x,x,,,x,,x,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,10,Twitter,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Purdy,x,,,x,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,4,SJ Mercury News,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Rains,x,,,,x,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,5,Twitter,1/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Reeves (didn't vote last 2yrs),x,,,x,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,5,Facebook,1/7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Renck,x,,,x,x,,x,,x,,x,,x,x,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,1/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Reynolds ,x,,,x,x,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,9,Journal Star Podcast,12/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Reynolds,x,x,x,,x,,x,,,,x,x,x,,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Rieber,,x,x,x,x,x,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,9,Newsday,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracy Ringolsby,x,x,x,,x,,,x,x,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,1/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Roberts,x,x,x,x,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,DM,12/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoffman,,
Alan Robinson,,x,,,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,4,Twitter,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Rogers,x,,,,,,,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,6,MLB Network TV,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Romano (did not vote last yr),x,x,x,,,,x,x,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,DM,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Trent Rosecrans ,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vlad, Sosa",,
Ken Rosenthal,x,x,x,,x,,x,,x,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,10,Fox Sports,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vlad (+Walker, McGriff, Kent, Sheffield, Smith?)",,
Barry Rozner,x,x,x,,x,x,,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Daily Herald,12/17/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Rubin,x,x,x,x,x,,x,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,10,Adam Rubin,11/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Rubin,x,x,x,x,x,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,8,Twitter,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Rutter,x,x,x,x,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,7,Twitter,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Ryan,x,,,x,,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,7,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Saxon ,x,x,x,x,,x,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/15/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Schulman ,x,x,x,,x,,x,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,10,SF Chronicle,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Schultz (will be last ballot),x,,,x,x,,x,x,x,,x,,,x,,x,,x,,,,,,,,,,,,,,,,,10,AJC,12/24/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Schwarz,,,,x,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,5,Email,1/9/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Shalin ,x,x,x,x,,,x,,x,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,10,Twitter,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Shaughnessy,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,2,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Shea,x,x,x,x,x,x,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,SF Chronicle,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Shelton (did not vote last yr) ,x,x,x,,x,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,7,Gary Shelton Sports($),12/18/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Sherman,x,x,x,x,,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Silverman,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,Boston Herald,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad,,
Steve Simmons ,x,,,x,x,,x,,x,,x,,x,x,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,12/16/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Slusser,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,SF Chronicle,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claire Smith,x,x,x,x,x,,x,,,,x,,,x,,x,x,,,,,,,,,,,,,,,,,,10,Twitter,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Smith (did not vote last yr),,x,x,,,,x,,x,,x,x,x,,,x,,x,,,,,,,,,,,,,,,,,9,DM,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Smizik,x,x,x,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,6,Email,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark Spencer (did not vote last yr) ,x,,,x,x,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,9,Twitter,1/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Stanton,x,,,,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,4,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
