Peter Abraham,x,x,x,x,,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Albee,x,,,,x,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,Marin IJ,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Alexander,x,x,x,x,x,,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,9,DM,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Cafardo,x,x,x,,x,x,,,x,,x,,x,x,x,,,,,,,,,,,,,,,,,,,,10,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Caldera,x,x,x,x,,,,,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,8,NorthJersey.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Call,x,,,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,8,Email ,12/7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Campbell ,x,x,x,x,x,,,,x,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,10,Email ,12/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Canzano,x,x,x,,x,,x,x,x,,x,,,,x,x,,,,,,,,,,,,,,,,,,,10,Twitter,1/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schilling ,,
Jim Caple,x,x,x,x,,,x,x,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Caputo ,x,x,x,,,x,,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,9,Oakland Press,12/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray Chass (blank ballot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MurrayChass.com,1/8/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell Cohn,x,,,,x,x,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,7,Santa Rosa PD,11/23/16,,0,0,0,0,0,0,#REF!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Colon,x,x,x,x,x,,x,,x,,x,,x,,,,x,,,,,,,,,,,,,,,,,,10,Tiempo Extra,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Cooney,x,x,x,x,x,,,,x,,x,,,x,,x,,x,,,,,,,,,,,,,,,,,10,Twitter,12/12/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar, Pudge",,
Brian Costello ,x,x,x,x,x,,,,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Cote,x,x,x,x,x,,x,,,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,10,Miami Herald Blog,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Cowlishaw ,x,x,x,x,,x,x,,,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Crasnick,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Curry,x,,,x,x,,x,,x,,x,,x,x,,,,x,x,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom D'Angelo,x,x,x,x,x,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,DM,12/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Daugherty,x,,,,,,,,,,x,,x,,x,,,,,,,,,,,,,,,,,,,,4,Twitter,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shi Davidi ,,x,x,x,x,x,,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,TV: Sportsnet CA,1/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Davidoff,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,NY Post,1/14/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Davidson,x,,,,x,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,5,Twitter,1/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Delcos,x,,,,x,,x,x,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,7,New York Mets Report,1/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris De Luca,x,x,x,x,x,,x,,,,x,x,x,,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/29/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Dienhart,x,x,x,,x,,x,,,,x,x,x,x,,x,,,,,,,,,,,,,,,,,,,10,Email ,12/8/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Dilbeck (hadn't voted in at least 2 years) ,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,3,Twitter,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Doyle,x,x,x,,,,x,,x,,x,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Dubow,x,x,x,,,,x,,x,,x,x,x,x,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/3/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Dunn,x,,,x,x,,,x,,x,x,,x,x,,x,,,,,,,,,,,,,,,,,x,,10,Trentonian,12/14/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar, Mussina, Walker",,
Jorge Ebro,x,,,x,x,,,,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,6,Email,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Fagan,x,x,x,x,,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Sporting News,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,,
Mark Faller,x,,,x,x,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,7,AZ Central,12/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Fay,x,x,x,,x,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,WCPO.com,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Feinsand,x,x,x,x,,,,x,x,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,10,Facebook,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker, Edgar, Schilling, Wagner, Hoffman, Kent",,
Martin Fennelly ,x,,,,x,,x,,x,,x,,x,,,,,,x,,,,,,,,,,,,,,,,7,Tampabay.com,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Flanagan,x,x,x,x,x,,x,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,10,DM,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mussina, Walker",,
Jeff Fletcher ,x,x,x,x,,,x,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Frias,x,x,x,x,x,,,,x,,x,,x,x,,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/22/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Gammons,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Gammons Daily,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent, McGriff, Sheffield, Wagner, Walker",,
Steven Geitschier,x,,,x,x,x,x,x,x,,x,,x,,,,,x,,,,,,,,,,,,,,,,,10,Email,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gelston,x,x,x,x,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,7,Twitter,1/2/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Gillies,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,2,Twitter,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Golen,x,,,,x,,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,6,DM,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Gomez,,,,,x,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,4,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Gonzales,x,,,x,x,x,x,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,8,Chicago Tribune,1/14/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Goold ,x,,,x,x,,x,,x,,x,,x,x,,x,,,x,,,,,,,,,,,,,,,,10,StL Post Dispatch,1/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonds, Clemens ",,
Rick Gosselin,x,x,x,,x,,x,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Dallas Morning News,1/6/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Graham,x,x,x,x,x,,x,,,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,12/31/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mussina, Schilling",,
Evan Grant ,x,x,x,x,x,,x,,x,,x,,x,,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Graziano,,,,x,x,x,x,x,x,x,x,,,,,,,x,,,,,,,,,,,,,,,,,9,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Greenberg,x,,,x,x,,x,,x,,x,,,x,,x,,,,,,,,,,,,,,,,,,,8,DM via Randy Miller,1/8/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Greenwood,x,x,x,x,,,,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,8,Twitter,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scot Gregor,x,,,x,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,6,Daily Herald,12/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Griffin,x,x,x,x,x,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,8,Toronto Star,1/7/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen Guregian,x,,,x,x,,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,7,Email,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Gutierrez,,,,x,x,x,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,6,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Haft,x,x,x,x,x,x,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,,10,MLB.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Hagan,x,x,x,x,x,,,x,,,x,,x,,,x,,x,,,,,,,,,,,,,,,,,10,MLB.com,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Hale,x,x,x,x,,,x,,x,,,x,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/15/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raines,,
John Harper ,x,,,x,x,x,x,x,x,,x,,,x,,,,x,,,,,,,,,,,,,,,,,10,MLB Network ,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Harrington ,x,x,x,x,,,x,x,x,,x,,x,,,,,,x,,,,,,,,,,,,,,,,10,Buffalo News,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoffman, Schilling",,
Ian Harrison,x,,,x,x,,,,x,,x,,x,x,,x,,x,x,,,,,,,,,,,,,,,,10,Twitter,12/24/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Haudricourt,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Journal Sentinel,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Hayes,x,x,x,,x,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,10,Twitter,12/24/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad,,
Joe Henderson ,x,x,x,x,x,,x,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,10,Facebook,12/13/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn Henning (abstained last 2yr) ,x,x,x,,,x,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,Detroit News,11/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Herrmann ,x,,,x,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,Newsday,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Hertzel,,x,x,x,x,,,,,,x,x,x,,,x,,,x,,,,,,,,,,,,,,,,9,Twitter,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Herzog ,x,x,x,x,x,,x,,,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,10,Twitter,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mussina, Wagner",,
Jon Heyman ,,x,,x,x,,x,x,x,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,Fanrag Sports,1/3/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hickey,,x,,,x,x,x,,,,x,,x,,,x,,x,,,,,,,,,,,,,,,,,8,SJ Mercury News,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Hilt,x,,,x,x,,x,x,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,8,DM (via Randy Miller),1/7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Hohler,x,,,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,6,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garry D. Howard,x,x,x,,x,,,,x,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,9,Facebook,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Hoynes,x,,,x,x,,x,x,x,,x,,,x,,x,,x,,,,,,,,,,,,,,,,,10,Cleveland.com,1/7/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Jacobs,x,x,x,x,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,9,Hartford Courant,12/15/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Jenkins,,x,x,x,x,,x,,,,,x,x,x,,,x,,,,,,,,,,,,,,,,,,9,SF Chronicle,12/2/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Justice,x,x,x,,x,,x,,x,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,10,Email ,12/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vlad, Smith (+2-3 others) ",,
Marc Katz,x,,,x,x,,x,x,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,8,Twitter,1/18/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Kawakami,x,x,x,,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,SJ Mercury News,12/20/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
