voter,player,vote16,vote17,weight
Dan Shaughnessy,Alan Trammell,1,1,0.0051810749372888671
Danny Knobler,Alan Trammell,1,1,-0.002211891203951856
Dave Albee,Alan Trammell,0,0,0.0037072247381709452
Dave Krieger,Alan Trammell,1,1,0.0053977107760045037
David Ammenheuser,Alan Trammell,0,0,0.0061092792472235728
David Barron,Alan Trammell,0,1,-0.0018078222837694931
David Borges,Alan Trammell,0,0,0.0019171788089248582
David Lariviere,Alan Trammell,0,0,0.005039475274053731
David Lennon,Alan Trammell,0,0,0.001764443973736125
Dejan Kovacevic,Alan Trammell,0,0,0.0056854639101917718
Dennis Maffezzoli,Alan Trammell,0,0,0.001764443973736125
Dennis Manoloff,Alan Trammell,0,1,0.0015654578838897541
Derrick Goold,Alan Trammell,0,1,0.0072125263200431755
Dom Amore,Alan Trammell,0,0,0.00042007353313925559
Don Burke,Alan Trammell,0,0,0.0010540889619626761
Drew Olson,Alan Trammell,1,1,0.0010735947530830106
Ed Hilt,Alan Trammell,0,0,2.540232902996281e-05
Eduardo Almada,Alan Trammell,0,0,0.005043272406884701
Eric Nunez,Alan Trammell,0,1,4.9180988574885337e-05
Evan Grant,Alan Trammell,1,1,0.0065216770993900544
Frank Clines,Alan Trammell,1,1,0.015419114117169896
Fred Mitchell,Alan Trammell,0,0,0.0074041060302862515
Gabe Lacques,Alan Trammell,1,1,0.0051936007793840977
Garry Brown,Alan Trammell,0,0,0.00099039851380372241
Garry D Howard,Alan Trammell,0,0,0.002248178104578722
Gene Myers,Alan Trammell,1,1,0.0027839141012950684
Geoff Baker,Alan Trammell,1,1,0.001487683008741616
George A King III,Alan Trammell,0,0,0.010403426937576548
George Willis,Alan Trammell,0,0,-0.041082093786020173
Gil LeBreton,Alan Trammell,0,0,0.0019535927535737148
Greg Cote,Alan Trammell,0,0,0.014981087254224968
Gregg Patton,Alan Trammell,0,1,0.00042007353313925559
Gregg Wong,Alan Trammell,0,1,0.0072149572504477044
Guy Curtright,Alan Trammell,0,1,0.0041026881292922724
Hal Bodley,Alan Trammell,0,0,0.0067730265793771458
Hal McCoy,Alan Trammell,0,0,-0.011166463226913495
Henry Schulman,Alan Trammell,0,1,0.0045390293084210534
Howard Bryant,Alan Trammell,0,0,0.004726986153444376
Ian OConnor,Alan Trammell,0,0,0.001764443973736125
Jack Curry,Alan Trammell,0,1,0.00042007353313925559
Jack Magruder,Alan Trammell,0,1,0.012009384248824228
Jack McCaffery,Alan Trammell,1,1,0.002112940822375738
Jay Dunn,Alan Trammell,0,0,0.019769023211395963
Jay Greenberg,Alan Trammell,1,1,0.0069420725226410221
Jayson Stark,Alan Trammell,0,0,0.001764443973736125
Jeff Fletcher,Alan Trammell,0,0,0.0020374837863442606
Jeff Horrigan,Alan Trammell,0,0,0.0061249607233881398
Jeff Jacobs,Alan Trammell,0,0,0.00042007353313925559
Jeff Passan,Alan Trammell,0,0,0.001764443973736125
Jeff Schultz,Alan Trammell,1,1,0.0024066014772186149
Jeffrey Flanagan,Alan Trammell,0,0,0.0045242726604272478
Jerry Crasnick,Alan Trammell,0,0,0.00042007353313925559
Jerry Green,Alan Trammell,1,1,0.0094465677309505721
Jim Alexander,Alan Trammell,1,1,-0.0058813498051039446
Jim Caple,Alan Trammell,1,1,0.0028885653819223996
Jim Hawkins,Alan Trammell,1,1,0.0020830725120957838
Jim Henneman,Alan Trammell,1,1,-0.00027077568751283877
Jim Ingraham,Alan Trammell,0,1,-0.00069862067429024024
Jim Street,Alan Trammell,0,0,0.018161561894448886
Joe Christensen,Alan Trammell,0,1,-0.0018078222837694931
Joe Haakenson,Alan Trammell,1,1,-0.0010712130457766757
Joe Henderson,Alan Trammell,0,0,0.0052026647659584478
Joe Hoppel,Alan Trammell,0,0,0.0058323304271702976
Joe Posnanski,Alan Trammell,0,1,-0.0010747853348115051
Joe Rutter,Alan Trammell,0,0,0.0020017990630177515
Joel Sherman,Alan Trammell,0,1,0.0040968741459804312
John Altavilla,Alan Trammell,0,0,0.0087712673793959115
John Black,Alan Trammell,0,0,0.003958727194651299
John Delcos,Alan Trammell,0,0,0.003194658867824871
John Fay,Alan Trammell,0,1,0.0076817795540040984
John Harper,Alan Trammell,1,1,0.0014444872976475751
John McGrath,Alan Trammell,0,1,0.00042007353313925559
John Nadel,Alan Trammell,0,0,0.0031141643724795051
John Perrotto,Alan Trammell,0,0,0.0084371179913194424
John Shea,Alan Trammell,1,1,0.0053162506736385562
John Tomase,Alan Trammell,1,1,0.0021486255457020668
Jon Heyman,Alan Trammell,1,1,0.00089885005176164226
Jorge Ebro,Alan Trammell,0,0,0.0099166517301458122
Jose de Jesus Ortiz,Alan Trammell,0,0,0.0019535927535737148
Josh Dubow,Alan Trammell,0,1,0.001764443973736125
Juan Vene,Alan Trammell,0,0,0.023354038359050089
Ken Davidoff,Alan Trammell,1,1,0.0052252963112866058
Ken Fidlin,Alan Trammell,0,0,0.0076488674991703198
Ken Rosenthal,Alan Trammell,0,0,0.00042007353313925559
Kevin Cooney,Alan Trammell,0,0,0.0015654578838897541
Kevin Kernan,Alan Trammell,0,0,0.0047774346487235511
Kirby Arnold,Alan Trammell,0,1,0.013757855992080237
La Velle Neal,Alan Trammell,1,0,0.0051271018938006197
Larry Stone,Alan Trammell,0,1,0.00085641471226795361
Lyle Spencer,Alan Trammell,1,1,-6.3476140629660938e-05
Marc Lancaster,Alan Trammell,1,1,0.010292421436742472
Marc Topkin,Alan Trammell,0,0,0.0027012311184972508
Marcos Breton,Alan Trammell,0,1,-0.0010005885600766469
Mark Faller,Alan Trammell,0,0,0.00042007353313925559
Mark Gonzales,Alan Trammell,0,0,0.0016752291533173268
Mark Hale,Alan Trammell,0,0,0.0030126916022341224
Mark Herrmann,Alan Trammell,0,0,0.0099166517301458122
Mark Kreidler,Alan Trammell,0,0,0.010434111273551205
Mark Newman,Alan Trammell,0,0,0.008163019745548665
Mark Purdy,Alan Trammell,0,1,0.008150827632951687
Mark Saxon,Alan Trammell,0,0,0.0019535927535737148
Mark Zuckerman,Alan Trammell,0,0,0.0080197600437362446
Marty Noble,Alan Trammell,0,0,0.0095475000394469513
Mel Antonen,Alan Trammell,1,1,-0.00027077568751283877
Michael Knisley,Alan Trammell,0,0,0.011260291315354278
Michael Silverman,Alan Trammell,0,0,-0.0018078222837694931
Mike Bass,Alan Trammell,0,0,0.0035727329266363457
Mike Bauman,Alan Trammell,0,0,0.0094935269959593727
Mike Berardino,Alan Trammell,1,1,-0.00278891419702723
Mike Imrem,Alan Trammell,0,0,0.001990198049094759
Mike Lefkow,Alan Trammell,0,0,0.0030872736320845654
Mike Nadel,Alan Trammell,1,1,0.00063725357395453468
Mike Puma,Alan Trammell,0,0,0.0072764085114447059
Mike Shalin,Alan Trammell,0,0,0.0011850519430133819
Mike Vaccaro,Alan Trammell,0,0,0.001764443973736125
Nick Cafardo,Alan Trammell,1,0,0.004226254146579532
Nick Pietruszkiewicz,Alan Trammell,0,0,0.0055704016764548392
Pat Caputo,Alan Trammell,1,1,0.0029912136481783018
Paul Bodi,Alan Trammell,0,0,0.0099166517301458122
Paul Daugherty,Alan Trammell,0,0,-5.4190299172609573e-05
Paul Doyle,Alan Trammell,0,1,0.001764443973736125
Paul Gutierrez,Alan Trammell,0,0,0.0080594256124131916
Paul Sullivan,Alan Trammell,0,0,0.0097704758160130929
Pedro Gomez,Alan Trammell,1,1,0.0055428232062981362
Pete Caldera,Alan Trammell,0,0,0.0049171033672328959
Peter Abraham,Alan Trammell,0,0,-0.0010747853348115051
Peter Botte,Alan Trammell,0,0,-0.0022232106301395068
Peter Gammons,Alan Trammell,0,1,-0.0020956268102850233
Peter Pascarelli,Alan Trammell,0,0,0.0020017990630177515
Phil Rogers,Alan Trammell,1,1,0.00063725357395453468
Randy Miller,Alan Trammell,0,0,0.0030578569671000453
Ray Ratto,Alan Trammell,1,1,-0.001765634555464446
Richard Griffin,Alan Trammell,0,0,0.020959612084483024
Richard Justice,Alan Trammell,1,1,0.0026019468357040979
Rick Gosselin,Alan Trammell,1,1,0.042560215592925173
Rick Plumlee,Alan Trammell,1,1,0.0056445614372060502
Rob Biertempfel,Alan Trammell,0,1,0.0097736314500820251
Rob Maaddi,Alan Trammell,0,0,0.0028736536491278772
Rob Parker,Alan Trammell,0,0,0.010288860187590157
Rob Rains,Alan Trammell,0,0,0.0062926612930179785
Roberto Colon,Alan Trammell,0,0,0.005216931461920169
Roch Kubatko,Alan Trammell,1,1,0.0042190726323332465
Roger Mooney,Alan Trammell,1,1,0.00074375758306340729
Roger Rubin,Alan Trammell,0,0,0.0055735573105241158
Ron Chimelis,Alan Trammell,0,0,-0.0019064780304464898
Ron Kroichick,Alan Trammell,0,0,0.0058059018014554962
Ross Newhan,Alan Trammell,0,1,0.0015172515744456758
Sam Carchidi,Alan Trammell,0,0,0.0055950872125023554
Scot Gregor,Alan Trammell,0,0,0.0035180759583326063
Scott Miller,Alan Trammell,1,1,0.00064313218261274874
Scott Priestle,Alan Trammell,0,0,0.00042007353313925559
Shi Davidi,Alan Trammell,1,1,0.010150271402787047
Stephen Jacobson,Alan Trammell,0,1,0.0055704016764548392
Steve Buckley,Alan Trammell,0,1,0.00042007353313925559
Steve Henson,Alan Trammell,1,1,0.0034950576949278182
Steve Kornacki,Alan Trammell,1,1,-0.00083888868735657984
Steve Popper,Alan Trammell,0,0,0.0030126916022341224
Steve Simmons,Alan Trammell,0,0,0.0015172515744456758
Steven Gietschier,Alan Trammell,0,0,0.00014900332174540154
Steven Goldman,Alan Trammell,1,1,0.0053162506736385562
Steven Marcus,Alan Trammell,0,0,0.0088144630904889634
Susan Slusser,Alan Trammell,0,0,0.0015654578838897541
TR Sullivan,Alan Trammell,0,1,-0.0018078222837694931
Terence Moore,Alan Trammell,0,0,0.007269042168550636
Thom Loverro,Alan Trammell,1,1,0.00041438967200412057
Tim Cowlishaw,Alan Trammell,0,0,0.00085641471226795361
Tim Kawakami,Alan Trammell,0,1,0.001764443973736125
Tim Kurkjian,Alan Trammell,0,1,0.001764443973736125
Tom DAngelo,Alan Trammell,0,1,0.0045258128634794196
Tom Haudricourt,Alan Trammell,0,0,0.00042007353313925559
Tom Keegan,Alan Trammell,0,1,-0.00041922436759010256
Tom Singer,Alan Trammell,0,0,0.0049266561681064061
Tom Verducci,Alan Trammell,0,0,-0.0016263735763227408
Tom Yantz,Alan Trammell,0,0,0.0035180759583326063
Tony DeMarco,Alan Trammell,1,1,0.006604092032908182
Tony Massarotti,Alan Trammell,0,0,0.005028835521038201
Tracy Ringolsby,Alan Trammell,1,1,0.0010735947530830106
Troy Renck,Alan Trammell,1,1,0.0014444872976475751
Adam Mertz,Barry Bonds,1,0,0.0093226707922600145
Adam Rubin,Barry Bonds,1,1,0.001764443973736125
Alan Greenwood,Barry Bonds,1,1,0.001764443973736125
Andrew Baggarly,Barry Bonds,1,1,0.00085641471226795361
Ann Killion,Barry Bonds,0,0,0.0097704758160130929
Anonymous,Barry Bonds,0,1,0.0077384802311586589
Anthony McCarron,Barry Bonds,0,1,0.00042007353313925559
Anthony Rieber,Barry Bonds,1,1,0.0059248402723789048
Aurelio Moreno,Barry Bonds,1,1,0.0060745193520689205
Barry Bloom,Barry Bonds,1,1,0.0030126916022341224
Barry Rozner,Barry Bonds,1,1,-0.0050768309897340136
Barry Stanton,Barry Bonds,0,0,0.0093101449501657961
Bernie Miklasz,Barry Bonds,1,1,-0.0010747853348115051
Bernie Wilson,Barry Bonds,0,0,0.0085653226860245377
Bill Ballou,Barry Bonds,1,1,-0.00080582108138290353
Bill Madden,Barry Bonds,0,0,0.0064874651806506953
Bob Hertzel,Barry Bonds,1,1,0.0039718621605543628
Bob Herzog,Barry Bonds,1,1,0.0018641516174138304
Bob Hohler,Barry Bonds,0,0,0.0035180759583326063
Bob Klapisch,Barry Bonds,1,1,4.9180988574885337e-05
Bob Kuenster,Barry Bonds,0,0,-0.00150998907328278
Bob Nightengale,Barry Bonds,1,1,0.0027012311184972508
Bob Ryan,Barry Bonds,0,0,0.0014444872976475751
Bob Sherwin,Barry Bonds,0,0,0.0058109123998063006
Brendan Roberts,Barry Bonds,1,1,-0.0049770788225643112
Brian Costello,Barry Bonds,1,1,0.0058371642627870583
Brian Heyman,Barry Bonds,0,0,0.0082970035470842536
Bruce Jenkins,Barry Bonds,1,1,0.0034428016032271051
Bruce Miles,Barry Bonds,0,0,0.0051271018938006197
C Trent Rosecrans,Barry Bonds,1,1,0.0029526349182808645
Carl Steward,Barry Bonds,1,1,0.0010735947530830106
Carlos Frias,Barry Bonds,0,1,0.0026100466968649759
Carrie Muskat,Barry Bonds,0,1,0.0060676861713930483
Carter Gaddis,Barry Bonds,0,0,0.0046870579510352043
Chaz Scoggins,Barry Bonds,1,1,-0.00015656493656177788
Chris Assenheimer,Barry Bonds,0,0,0.020071856212748752
Chris Bahr,Barry Bonds,0,0,0.0049099218529853406
Chris DeLuca,Barry Bonds,1,1,0.0111963939653082
Chris Elsberry,Barry Bonds,0,0,0.035713830748231201
Chris Haft,Barry Bonds,0,0,0.0094453206865147774
Claire Smith,Barry Bonds,1,1,0.010072325183606625
Dan Gelston,Barry Bonds,1,1,0.0020017990630177515
Dan Graziano,Barry Bonds,0,0,0.0017091390229529112
Dan McGrath,Barry Bonds,0,0,0.0045929339095836519
Dan Shaughnessy,Barry Bonds,0,0,0.0051810749372888671
Danny Knobler,Barry Bonds,1,1,-0.002211891203951856
Dave Albee,Barry Bonds,0,0,0.0037072247381709452
Dave Krieger,Barry Bonds,0,0,0.0053977107760045037
David Ammenheuser,Barry Bonds,0,1,0.0061092792472235728
David Barron,Barry Bonds,1,0,-0.0018078222837694931
David Borges,Barry Bonds,1,1,0.0019171788089248582
David Lariviere,Barry Bonds,0,0,0.005039475274053731
David Lennon,Barry Bonds,1,1,0.001764443973736125
Dejan Kovacevic,Barry Bonds,0,0,0.0056854639101917718
Dennis Maffezzoli,Barry Bonds,1,1,0.001764443973736125
Dennis Manoloff,Barry Bonds,0,0,0.0015654578838897541
Derrick Goold,Barry Bonds,0,0,0.0072125263200431755
Dom Amore,Barry Bonds,0,0,0.00042007353313925559
Don Burke,Barry Bonds,0,0,0.0010540889619626761
Drew Olson,Barry Bonds,1,1,0.0010735947530830106
Ed Hilt,Barry Bonds,0,0,2.540232902996281e-05
Eduardo Almada,Barry Bonds,0,0,0.005043272406884701
Eric Nunez,Barry Bonds,1,1,4.9180988574885337e-05
Evan Grant,Barry Bonds,0,0,0.0065216770993900544
Frank Clines,Barry Bonds,1,1,0.015419114117169896
Fred Mitchell,Barry Bonds,0,0,0.0074041060302862515
Gabe Lacques,Barry Bonds,1,1,0.0051936007793840977
Garry Brown,Barry Bonds,0,0,0.00099039851380372241
Garry D Howard,Barry Bonds,1,1,0.002248178104578722
Gene Myers,Barry Bonds,0,0,0.0027839141012950684
Geoff Baker,Barry Bonds,0,0,0.001487683008741616
George A King III,Barry Bonds,1,1,0.010403426937576548
George Willis,Barry Bonds,1,1,-0.041082093786020173
Gil LeBreton,Barry Bonds,1,1,0.0019535927535737148
Greg Cote,Barry Bonds,1,1,0.014981087254224968
Gregg Patton,Barry Bonds,0,0,0.00042007353313925559
Gregg Wong,Barry Bonds,0,0,0.0072149572504477044
Guy Curtright,Barry Bonds,0,0,0.0041026881292922724
Hal Bodley,Barry Bonds,0,0,0.0067730265793771458
Hal McCoy,Barry Bonds,0,0,-0.011166463226913495
Henry Schulman,Barry Bonds,1,1,0.0045390293084210534
Howard Bryant,Barry Bonds,0,0,0.004726986153444376
Ian OConnor,Barry Bonds,1,1,0.001764443973736125
Jack Curry,Barry Bonds,0,0,0.00042007353313925559
Jack Magruder,Barry Bonds,1,1,0.012009384248824228
Jack McCaffery,Barry Bonds,1,1,0.002112940822375738
Jay Dunn,Barry Bonds,0,0,0.019769023211395963
Jay Greenberg,Barry Bonds,0,0,0.0069420725226410221
Jayson Stark,Barry Bonds,1,1,0.001764443973736125
Jeff Fletcher,Barry Bonds,1,1,0.0020374837863442606
Jeff Horrigan,Barry Bonds,1,1,0.0061249607233881398
Jeff Jacobs,Barry Bonds,0,0,0.00042007353313925559
Jeff Passan,Barry Bonds,1,1,0.001764443973736125
Jeff Schultz,Barry Bonds,0,0,0.0024066014772186149
Jeffrey Flanagan,Barry Bonds,1,1,0.0045242726604272478
Jerry Crasnick,Barry Bonds,0,1,0.00042007353313925559
Jerry Green,Barry Bonds,0,1,0.0094465677309505721
Jim Alexander,Barry Bonds,1,1,-0.0058813498051039446
Jim Caple,Barry Bonds,1,1,0.0028885653819223996
Jim Hawkins,Barry Bonds,0,0,0.0020830725120957838
Jim Henneman,Barry Bonds,0,0,-0.00027077568751283877
Jim Ingraham,Barry Bonds,0,0,-0.00069862067429024024
Jim Street,Barry Bonds,0,0,0.018161561894448886
Joe Christensen,Barry Bonds,1,1,-0.0018078222837694931
Joe Haakenson,Barry Bonds,0,0,-0.0010712130457766757
Joe Henderson,Barry Bonds,1,1,0.0052026647659584478
Joe Hoppel,Barry Bonds,0,0,0.0058323304271702976
Joe Posnanski,Barry Bonds,1,1,-0.0010747853348115051
Joe Rutter,Barry Bonds,1,1,0.0020017990630177515
Joel Sherman,Barry Bonds,1,1,0.0040968741459804312
John Altavilla,Barry Bonds,0,0,0.0087712673793959115
John Black,Barry Bonds,1,1,0.003958727194651299
John Delcos,Barry Bonds,0,0,0.003194658867824871
John Fay,Barry Bonds,0,0,0.0076817795540040984
John Harper,Barry Bonds,0,0,0.0014444872976475751
John McGrath,Barry Bonds,0,0,0.00042007353313925559
John Nadel,Barry Bonds,1,1,0.0031141643724795051
John Perrotto,Barry Bonds,1,1,0.0084371179913194424
John Shea,Barry Bonds,0,1,0.0053162506736385562
John Tomase,Barry Bonds,1,1,0.0021486255457020668
Jon Heyman,Barry Bonds,0,1,0.00089885005176164226
Jorge Ebro,Barry Bonds,0,0,0.0099166517301458122
Jose de Jesus Ortiz,Barry Bonds,1,1,0.0019535927535737148
Josh Dubow,Barry Bonds,1,1,0.001764443973736125
Juan Vene,Barry Bonds,0,0,0.023354038359050089
Ken Davidoff,Barry Bonds,1,1,0.0052252963112866058
Ken Fidlin,Barry Bonds,1,1,0.0076488674991703198
Ken Rosenthal,Barry Bonds,0,1,0.00042007353313925559
Kevin Cooney,Barry Bonds,0,0,0.0015654578838897541
Kevin Kernan,Barry Bonds,0,0,0.0047774346487235511
Kirby Arnold,Barry Bonds,0,0,0.013757855992080237
La Velle Neal,Barry Bonds,0,0,0.0051271018938006197
Larry Stone,Barry Bonds,1,1,0.00085641471226795361
Lyle Spencer,Barry Bonds,0,0,-6.3476140629660938e-05
Marc Lancaster,Barry Bonds,0,1,0.010292421436742472
Marc Topkin,Barry Bonds,1,1,0.0027012311184972508
Marcos Breton,Barry Bonds,1,1,-0.0010005885600766469
Mark Faller,Barry Bonds,0,0,0.00042007353313925559
Mark Gonzales,Barry Bonds,0,0,0.0016752291533173268
Mark Hale,Barry Bonds,1,1,0.0030126916022341224
Mark Herrmann,Barry Bonds,0,0,0.0099166517301458122
Mark Kreidler,Barry Bonds,0,0,0.010434111273551205
Mark Newman,Barry Bonds,1,1,0.008163019745548665
Mark Purdy,Barry Bonds,0,0,0.008150827632951687
Mark Saxon,Barry Bonds,1,1,0.0019535927535737148
Mark Zuckerman,Barry Bonds,0,0,0.0080197600437362446
Marty Noble,Barry Bonds,0,0,0.0095475000394469513
Mel Antonen,Barry Bonds,0,0,-0.00027077568751283877
Michael Knisley,Barry Bonds,0,0,0.011260291315354278
Michael Silverman,Barry Bonds,1,1,-0.0018078222837694931
Mike Bass,Barry Bonds,0,0,0.0035727329266363457
Mike Bauman,Barry Bonds,0,0,0.0094935269959593727
Mike Berardino,Barry Bonds,0,0,-0.00278891419702723
Mike Imrem,Barry Bonds,1,1,0.001990198049094759
Mike Lefkow,Barry Bonds,1,1,0.0030872736320845654
Mike Nadel,Barry Bonds,0,0,0.00063725357395453468
Mike Puma,Barry Bonds,1,1,0.0072764085114447059
Mike Shalin,Barry Bonds,1,1,0.0011850519430133819
Mike Vaccaro,Barry Bonds,1,1,0.001764443973736125
Nick Cafardo,Barry Bonds,1,1,0.004226254146579532
Nick Pietruszkiewicz,Barry Bonds,0,0,0.0055704016764548392
Pat Caputo,Barry Bonds,0,0,0.0029912136481783018
Paul Bodi,Barry Bonds,0,0,0.0099166517301458122
Paul Daugherty,Barry Bonds,0,0,-5.4190299172609573e-05
Paul Doyle,Barry Bonds,1,1,0.001764443973736125
Paul Gutierrez,Barry Bonds,0,0,0.0080594256124131916
Paul Sullivan,Barry Bonds,0,0,0.0097704758160130929
Pedro Gomez,Barry Bonds,0,0,0.0055428232062981362
Pete Caldera,Barry Bonds,1,1,0.0049171033672328959
Peter Abraham,Barry Bonds,1,1,-0.0010747853348115051
Peter Botte,Barry Bonds,0,0,-0.0022232106301395068
Peter Gammons,Barry Bonds,0,0,-0.0020956268102850233
Peter Pascarelli,Barry Bonds,1,1,0.0020017990630177515
Phil Rogers,Barry Bonds,0,0,0.00063725357395453468
Randy Miller,Barry Bonds,0,0,0.0030578569671000453
Ray Ratto,Barry Bonds,1,1,-0.001765634555464446
Richard Griffin,Barry Bonds,1,1,0.020959612084483024
Richard Justice,Barry Bonds,1,0,0.0026019468357040979
Rick Gosselin,Barry Bonds,1,1,0.042560215592925173
Rick Plumlee,Barry Bonds,0,1,0.0056445614372060502
Rob Biertempfel,Barry Bonds,0,0,0.0097736314500820251
Rob Maaddi,Barry Bonds,1,1,0.0028736536491278772
Rob Parker,Barry Bonds,1,1,0.010288860187590157
Rob Rains,Barry Bonds,0,0,0.0062926612930179785
Roberto Colon,Barry Bonds,1,1,0.005216931461920169
Roch Kubatko,Barry Bonds,0,0,0.0042190726323332465
Roger Mooney,Barry Bonds,0,1,0.00074375758306340729
Roger Rubin,Barry Bonds,0,0,0.0055735573105241158
Ron Chimelis,Barry Bonds,0,0,-0.0019064780304464898
Ron Kroichick,Barry Bonds,0,0,0.0058059018014554962
Ross Newhan,Barry Bonds,0,0,0.0015172515744456758
Sam Carchidi,Barry Bonds,0,0,0.0055950872125023554
Scot Gregor,Barry Bonds,0,0,0.0035180759583326063
Scott Miller,Barry Bonds,0,0,0.00064313218261274874
Scott Priestle,Barry Bonds,0,1,0.00042007353313925559
Shi Davidi,Barry Bonds,1,1,0.010150271402787047
Stephen Jacobson,Barry Bonds,0,0,0.0055704016764548392
Steve Buckley,Barry Bonds,0,0,0.00042007353313925559
Steve Henson,Barry Bonds,1,1,0.0034950576949278182
Steve Kornacki,Barry Bonds,0,0,-0.00083888868735657984
Steve Popper,Barry Bonds,1,1,0.0030126916022341224
Steve Simmons,Barry Bonds,0,0,0.0015172515744456758
Steven Gietschier,Barry Bonds,0,0,0.00014900332174540154
Steven Goldman,Barry Bonds,0,0,0.0053162506736385562
Steven Marcus,Barry Bonds,0,0,0.0088144630904889634
Susan Slusser,Barry Bonds,0,0,0.0015654578838897541
TR Sullivan,Barry Bonds,1,1,-0.0018078222837694931
Terence Moore,Barry Bonds,0,0,0.007269042168550636
Thom Loverro,Barry Bonds,0,0,0.00041438967200412057
Tim Cowlishaw,Barry Bonds,1,1,0.00085641471226795361
Tim Kawakami,Barry Bonds,1,1,0.001764443973736125
Tim Kurkjian,Barry Bonds,1,1,0.001764443973736125
Tom DAngelo,Barry Bonds,0,0,0.0045258128634794196
Tom Haudricourt,Barry Bonds,0,1,0.00042007353313925559
Tom Keegan,Barry Bonds,1,1,-0.00041922436759010256
Tom Singer,Barry Bonds,1,1,0.0049266561681064061
Tom Verducci,Barry Bonds,0,0,-0.0016263735763227408
Tom Yantz,Barry Bonds,0,0,0.0035180759583326063
Tony DeMarco,Barry Bonds,0,0,0.006604092032908182
Tony Massarotti,Barry Bonds,1,1,0.005028835521038201
Tracy Ringolsby,Barry Bonds,1,1,0.0010735947530830106
Troy Renck,Barry Bonds,0,0,0.0014444872976475751
Adam Mertz,Curt Schilling,0,1,0.0093226707922600145
Adam Rubin,Curt Schilling,1,1,0.001764443973736125
Alan Greenwood,Curt Schilling,1,1,0.001764443973736125
Andrew Baggarly,Curt Schilling,0,0,0.00085641471226795361
Ann Killion,Curt Schilling,0,0,0.0097704758160130929
Anonymous,Curt Schilling,0,0,0.0077384802311586589
Anthony McCarron,Curt Schilling,1,1,0.00042007353313925559
Anthony Rieber,Curt Schilling,1,1,0.0059248402723789048
Aurelio Moreno,Curt Schilling,0,0,0.0060745193520689205
Barry Bloom,Curt Schilling,1,0,0.0030126916022341224
Barry Rozner,Curt Schilling,1,1,-0.0050768309897340136
Barry Stanton,Curt Schilling,1,1,0.0093101449501657961
Bernie Miklasz,Curt Schilling,1,1,-0.0010747853348115051
Bernie Wilson,Curt Schilling,0,0,0.0085653226860245377
Bill Ballou,Curt Schilling,0,0,-0.00080582108138290353
Bill Madden,Curt Schilling,1,1,0.0064874651806506953
Bob Hertzel,Curt Schilling,0,0,0.0039718621605543628
Bob Herzog,Curt Schilling,0,0,0.0018641516174138304
