voter,player,vote1,vote2,weight
Brendan Roberts,Trevor Hoffman,1,0,0.0032950373721181651
Brian Costello,Trevor Hoffman,1,1,0.00027733088291376191
Bruce Jenkins,Trevor Hoffman,1,1,0.0062881025426022074
Bruce Miles,Trevor Hoffman,1,1,0.0052884495072036235
C Trent Rosecrans,Trevor Hoffman,0,0,0.0046227416319928024
Carl Steward,Trevor Hoffman,1,1,0.0074955813164076755
Carlos Frias,Trevor Hoffman,1,1,0.0014168995596673571
Chris Assenheimer,Trevor Hoffman,1,1,0.012800161254361737
Chris Bahr,Trevor Hoffman,1,1,0.0052884495072036235
Chris DeLuca,Trevor Hoffman,1,1,0.0065696083893461822
Claire Smith,Trevor Hoffman,1,1,0.014243688540911159
Dan Gelston,Trevor Hoffman,1,1,0.0056875281941399332
Dan Shaughnessy,Trevor Hoffman,0,0,0.009980110852365125
Danny Knobler,Trevor Hoffman,1,1,0.0078847724654164918
Dave Albee,Trevor Hoffman,1,1,0.0071708540357578758
Dave Campbell,Trevor Hoffman,1,1,0.0096766820392201868
Dave Krieger,Trevor Hoffman,0,1,0.00098077306400141582
Dave Perkins,Trevor Hoffman,0,0,0.0063844992917708784
Dave Reynolds,Trevor Hoffman,1,1,0.0058978208916055904
David Ammenheuser,Trevor Hoffman,1,1,0.0029467647339684148
David Borges,Trevor Hoffman,0,0,0.0077722450337641899
David Lariviere,Trevor Hoffman,1,1,0.0084981128824638368
David Lennon,Trevor Hoffman,1,1,0.0029467647339684148
David Maril,Trevor Hoffman,0,1,0.0064963491246021084
Dejan Kovacevic,Trevor Hoffman,1,1,0.0053370718523477745
Derrick Goold,Trevor Hoffman,0,1,0.0045691753989740343
Don Burke,Trevor Hoffman,1,1,0.0059489173600623174
Doug Padilla,Trevor Hoffman,1,1,0.0029467647339684148
Drew Olson,Trevor Hoffman,1,1,0.0036057276732984148
Earl Bloom,Trevor Hoffman,1,1,-0.0056229587868122507
Ed Hilt,Trevor Hoffman,1,1,0.0096916407926756435
Evan Grant,Trevor Hoffman,1,1,0.0036722307917943365
Filip Bondy,Trevor Hoffman,1,1,0.0046230154844314241
Gabe Lacques,Trevor Hoffman,1,1,0.0031686299330505921
Garry Brown,Trevor Hoffman,1,1,0.0049992231694057174
Garry D Howard,Trevor Hoffman,1,1,0.0057500542564430084
Gene Myers,Trevor Hoffman,1,1,0.0071475835325685673
George Willis,Trevor Hoffman,1,0,0.0091529699007440648
Gil LeBreton,Trevor Hoffman,0,1,0.0059497340096042765
Gordon Wittenmyer,Trevor Hoffman,0,0,0.0092963731340210392
Greg Cote,Trevor Hoffman,1,1,0.0047908903927001345
Ian OConnor,Trevor Hoffman,1,1,0.0071848910152272037
Jack Curry,Trevor Hoffman,0,1,0.0046411999226031748
Jack Magruder,Trevor Hoffman,1,1,0.0061222934763062557
Jack McCaffery,Trevor Hoffman,1,1,0.0089218738959832688
Jay Dunn,Trevor Hoffman,1,1,0.014585041611590934
Jay Greenberg,Trevor Hoffman,0,1,0.0070694821071439701
Jeff Fletcher,Trevor Hoffman,1,0,0.0034406279662232654
Jeff Jacobs,Trevor Hoffman,0,1,0.003742602200399982
Jeff Passan,Trevor Hoffman,0,0,0.0032089705494330453
Jeff Peek,Trevor Hoffman,1,1,0.0052884495072036235
Jeff Schultz,Trevor Hoffman,1,1,0.016317121587140455
Jeff Vorva,Trevor Hoffman,1,1,0.010264272923649686
Jeffrey Flanagan,Trevor Hoffman,1,1,0.0044330891652270069
Jerry Crasnick,Trevor Hoffman,1,1,0.0029467647339684148
Jim Molony,Trevor Hoffman,1,1,0.0099222117019357303
Jim Street,Trevor Hoffman,1,1,0.0080154127749693053
Joe Henderson,Trevor Hoffman,1,1,0.0056019985520622687
John Canzano,Trevor Hoffman,0,1,0.0052599545470147467
John Delcos,Trevor Hoffman,1,1,0.0081728140082058375
John Fay,Trevor Hoffman,1,1,0.0036722307917943365
John Harper,Trevor Hoffman,0,1,0.0037131912006315173
John Tomase,Trevor Hoffman,0,0,0.001749359011620998
Jon Heyman,Trevor Hoffman,1,1,-0.0083377386750059512
Jon Morosi,Trevor Hoffman,0,1,0.0038266418392554737
Jorge Ebro,Trevor Hoffman,1,1,0.0085211164622367979
Jose de Jesus Ortiz,Trevor Hoffman,1,1,0.011560210917320906
Josh Dubow,Trevor Hoffman,0,0,0.0020008340661437363
Juan Vene,Trevor Hoffman,1,0,0.015816350859924326
Karen Guregian,Trevor Hoffman,1,1,0.0055512223191625824
Ken Rosenthal,Trevor Hoffman,1,1,0.0029467647339684148
Kevin Cooney,Trevor Hoffman,1,1,0.011058618735560362
Kevin Kernan,Trevor Hoffman,1,1,0.0090955678938144605
Kirby Arnold,Trevor Hoffman,1,1,0.0052884495072036235
Larry Brooks,Trevor Hoffman,0,0,0.0035572431875753709
Larry Stone,Trevor Hoffman,0,1,0.0020008340661437363
Marc Lancaster,Trevor Hoffman,1,1,0.0032574550351488867
Marc Topkin,Trevor Hoffman,1,1,0.0086096439784165753
Marcos Breton,Trevor Hoffman,0,1,0.0020008340661437363
Mark Faller,Trevor Hoffman,0,1,0.003742602200399982
Mark Hale,Trevor Hoffman,0,0,0.0043923322537010312
Mark Herrmann,Trevor Hoffman,0,1,0.01306236706982675
Mark Kreidler,Trevor Hoffman,1,1,0.011168972395505093
Mark Newman,Trevor Hoffman,1,1,0.01226652960339376
Mark Saxon,Trevor Hoffman,0,0,0.006899428200254216
Mel Antonen,Trevor Hoffman,1,1,0.0069646775249114787
Michael Silverman,Trevor Hoffman,0,0,0.0023353065118800285
Mike Bass,Trevor Hoffman,1,1,0.0062441854420994501
Mike Berardino,Trevor Hoffman,0,0,0.0039344366072601548
Mike Lefkow,Trevor Hoffman,1,1,0.0087797479528004974
Mike Nadel,Trevor Hoffman,0,0,0.004391141184515791
Mike Peticca,Trevor Hoffman,0,1,0.0083570094153689826
Mike Puma,Trevor Hoffman,0,0,0.012528735418858281
Mike Shalin,Trevor Hoffman,1,0,0.0074817811240015207
Mike Vaccaro,Trevor Hoffman,1,0,0.0029467647339684148
Murray Chass,Trevor Hoffman,0,0,0.013488203952791029
Nick Cafardo,Trevor Hoffman,1,1,0.0039788269235729477
Nick Pietruszkiewicz,Trevor Hoffman,1,1,0.0095211988368454643
Pat Caputo,Trevor Hoffman,1,0,0.0033272958551314622
Paul Daugherty,Trevor Hoffman,1,0,0.0049452639359456787
Paul Doyle,Trevor Hoffman,0,0,0.0020008340661437363
Paul Sullivan,Trevor Hoffman,0,1,0.014447367816533453
Paul White,Trevor Hoffman,1,1,0.0080091028777475835
Peter Abraham,Trevor Hoffman,0,0,0.0051157694764023898
Peter Barzilai,Trevor Hoffman,0,0,0.0020008340661437363
Peter Botte,Trevor Hoffman,0,0,0.0074014894426099338
Peter Gammons,Trevor Hoffman,0,1,0.0053677337496575769
Phil Rogers,Trevor Hoffman,0,0,0.0051563732829550662
Randy Miller,Trevor Hoffman,1,1,0.011861212531598771
Richard Griffin,Trevor Hoffman,0,1,0.0075926357750667065
Richard Justice,Trevor Hoffman,1,1,0.004179058828608498
Rick Gosselin,Trevor Hoffman,1,1,0.0065165755160199006
Rick Morrissey,Trevor Hoffman,1,1,0.01201786165403731
Rick Plumlee,Trevor Hoffman,0,0,0.0046227416319928024
Rob Maaddi,Trevor Hoffman,1,1,0.00027733088291376191
Rob Rains,Trevor Hoffman,1,1,0.0094802803259786874
Roberto Colon,Trevor Hoffman,1,1,-0.0004501998629514343
Roch Kubatko,Trevor Hoffman,1,1,0.0069646775249114787
Roger Mooney,Trevor Hoffman,0,1,0.004952957993012163
Roger Rubin,Trevor Hoffman,1,1,0.0070562489112260453
Scot Gregor,Trevor Hoffman,1,1,0.0064640907204153121
Scott Bordow,Trevor Hoffman,1,1,0.0022722599016456757
Scott Lauber,Trevor Hoffman,0,0,0.0051157694764023898
Scott Miller,Trevor Hoffman,1,1,0.010582069585481016
Scott Priestle,Trevor Hoffman,0,0,0.0023353065118800285
Shi Davidi,Trevor Hoffman,1,1,0.009772180806960613
Steve Buckley,Trevor Hoffman,0,1,0.0046745261748456449
Steve Politi,Trevor Hoffman,1,1,0.0065516927427198262
Steve Popper,Trevor Hoffman,0,0,0.0051157694764023898
Steve Simmons,Trevor Hoffman,1,1,0.0067046509971726686
Steve Wine,Trevor Hoffman,0,0,0.0063839870502155737
Steven Gietschier,Trevor Hoffman,1,1,0.007920413459804208
Steven Marcus,Trevor Hoffman,1,1,0.013225998137326053
TR Sullivan,Trevor Hoffman,0,1,0.0019453352162843223
Terence Moore,Trevor Hoffman,1,1,0.012238958717237078
Thom Loverro,Trevor Hoffman,1,1,0.0057625827858595524
Tim Cowlishaw,Trevor Hoffman,0,0,0.0046089414395866614
Tim Kawakami,Trevor Hoffman,1,1,0.0029605649263745697
Tom DAngelo,Trevor Hoffman,1,1,0.0034941965773426223
Tom Dienhart,Trevor Hoffman,0,1,0.0062389603474025217
Tom Keegan,Trevor Hoffman,0,0,0.0056491456960235491
Tom Verducci,Trevor Hoffman,1,1,0.0054075567595809589
Tony Massarotti,Trevor Hoffman,0,0,0.011732635626127365
Tracy Ringolsby,Trevor Hoffman,1,1,0.0091384830818694446
Troy Renck,Trevor Hoffman,1,1,0.0036722307917943365
